Product Name,Price,Discount,Original Price
Sweet Corn 2 pcs (Approx 500 g - 720 g),34.0,0.0,34.0
Dates Fard Curate Premium Imported Pack 500 g,269.0,32.0,396.0
Sweet Corn Shelled 200 g (Pack),24.0,0.0,24.0
Red Capsicum 200 g,76.0,0.0,76.0
Arbi (Colocasia) Small 250 g,30.0,0.0,30.0
Kundri (Coccinia) 250 g,22.5,0.0,22.0
Zucchini Green 500 g,60.0,0.0,60.0
Brinjal Nagpure 250 g,17.5,0.0,18.0
Yellow Capsicum 200 g,76.0,0.0,76.0
Banana Yellaki Premium Indian 6 Pc (Approx 340 g - 490 g),65.0,17.0,78.0
Cabbage per Pc (Approx 600 g - 1000 g),24.0,0.0,24.0
Coconut Kalash 2 pcs,54.0,0.0,54.0
Red Cabbage 1 kg,59.0,0.0,59.0
Zucchini Yellow 500 g,60.0,0.0,60.0
Watermelon Kiran Large Premium Indian 1 Pc (Approx 2.94 kg - 3.92 kg),119.0,40.0,198.0
Banana Nendran 4 pcs (Box) (Approx 800 g - 1200 g),120.0,0.0,120.0
Dragon Fruit White Premium Imported 1 Pc (Approx 390 g - 490 g),85.0,42.0,147.0
Sprouts Channa Brown per Pack (Approx 150 g - 250 g),35.0,0.0,35.0
Banana Red (Box) (Approx 800 g - 1000 g),139.0,0.0,139.0
Coconut Tender Premium Indian 3 Pc (Approx 4.48 kg - 5.22 kg),229.0,18.0,279.0
Bitter Gourd 500 g,45.0,0.0,45.0
Brinjal Purple Striped 250 g,20.0,0.0,20.0
Plum Imported 4 pcs,114.0,0.0,114.0
Ash Gourd Each (Approx 1000 g -1500 g),98.0,0.0,98.0
Fig Premium Indian 8 Pc (Approx 280 g - 340 g),69.0,54.0,150.0
Sprouted Beans 1 Pack (Approx 200 g - 250 g),35.0,0.0,35.0
Rosemary 10 g,15.0,0.0,15.0
Blueberry Premium Imported Pack 250 g,669.0,16.0,796.0
Raspberry Pink Premium Indian Pack 100 g,339.0,24.0,446.0
Lemongrass 1 bunch (Approx 40 g - 100 g),12.0,0.0,12.0
Coconut Madras Jumbo Premium Indian 1 Pc (Approx 690 g - 880 g),55.0,21.0,70.0
Yam Whole per pc (Approx. 900 g - 1500 g),90.0,0.0,90.0
Arbi (Colocasia) Leaves 1 bunch (Approx 50 g - 150 g),10.0,0.0,10.0
Orange Kinnow Premium Indian 1 kg (Approx 1 kg),65.0,18.0,79.0
Spring Onion per Bunch (Approx 225 g - 300 g),22.0,0.0,22.0
Coconut Tender Premium Indian 1 Pc (Approx 1.08 kg - 2.16 kg),79.0,21.0,100.0
Sponge Gourd 500 g,40.0,0.0,40.0
Cherry Tomato 1 Pack (Approx 100 g - 200 g),25.0,0.0,25.0
Amaranthus 1 Bunch (Approx 130 g - 250 g),25.0,0.0,25.0
Matki Sprout (Pack) (Approx 200 g - 250 g),42.0,0.0,42.0
Dates Oriental Curate Premium Imported 500 g Pack,289.0,39.0,474.0
Tinda 250 g,30.0,0.0,30.0
Watermelon Kiran Medium Premium Indian 1 Pc (Approx 2.35 kg - 2.94 kg),139.0,26.0,188.0
Longan Premium Imported Pack 400 g,179.0,25.0,239.0
Grapes Green Sonaka Residue Certified Indian Pack 500 g,89.0,25.0,119.0
Trikaya Ready To Eat Salad Mini 60 g,55.0,0.0,55.0
Green Sprouts Channa 1 Pack (Approx 150 g - 250 g),38.0,0.0,38.0
Orange 6 pcs (Pack) (Approx 750 g - 900 g),59.0,0.0,59.0
Dates Medjoul Curate Premium Imported 500 g Pack,879.0,11.0,988.0
Apple Grannysmith Bites Premium Imported 3 Pc (Approx 290 g - 350 g),89.0,40.0,148.0
Pear Packham Premium Imported 4 Pc (Approx 650 g - 760 g),189.0,36.0,295.0
Dates Assorted Curate Premium Imported 500 g Pack,629.0,12.0,715.0
Thai Ginger (Galangal) 100 g,39.0,0.0,39.0
Trikaya Lettuce Romaine Green 250 g,65.0,0.0,65.0
Celery (Approx 225 g - 300 g),59.0,0.0,59.0
Curate's Valentines Delight Fruit Box Premium 1 Pack,299.0,45.0,544.0
Blueberry Premium Imported Pack 500 g,1329.0,16.0,1582.0
Garlic Chives 10 g,15.0,0.0,15.0
Banana Red Premium Indian 3 pc (Approx 390 g - 590 g),74.0,32.0,109.0
Basil 1 bunch 10 g,15.0,0.0,15.0
Pears Beauty Green Premium Imported 4 Pc (Approx 650 g - 760 g),279.0,12.0,317.0
Ready To Eat Salad with Roquette 125 g,105.0,0.0,105.0
Trikaya Ready To Eat Sweet Salad 125 g,109.0,0.0,109.0
Apple Grannysmith Bites Premium Imported 6 Pc (Approx 600 g - 700 g),169.0,32.0,249.0
Sweet Tamarind Premium Imported Pack 250 g,235.0,21.0,297.0
Sweet Lime Premium Indian 4 Pc (Approx 770 g - 910 g),72.0,48.0,138.0
Banana Nendran Premium Indian 2 pc (Approx 340 g - 540 g),55.0,44.0,98.0
Trikaya Palm Heart 100 g,89.0,0.0,89.0
Trueganic Rosemary (Approx 20 g - 40 g),35.0,0.0,35.0
Brussels Sprouts 200 g (Pack),209.0,0.0,209.0
Trikaya Mixed Edible Flowers 20 g,105.0,0.0,105.0
Potted Herbs Rosemary Each,335.0,0.0,335.0
Apple Samboa Premium Imported 4 Pc (Approx 610 g - 730 g),249.0,28.0,346.0
Pear Packham Premium Imported 6 Pc (Approx 0.97 kg - 1.15 kg),275.0,44.0,491.0
Trikaya Chinese Cabbage 250 g,59.0,0.0,59.0
Lemon Premium Imported 1 pc (Approx 130 g - 150 g),46.0,41.0,78.0
Microgreens Mix 50 g (Pack),109.0,0.0,109.0
Grapefruit Pink Premium Imported 2 Pc (Approx 470 g - 560 g),189.0,24.0,249.0
Muskmelon Bobby Medium Premium Indian 1 pc (Approx 590 g - 780 g),119.0,20.0,149.0
Alfalfa Sprouts 50 g (Pack),54.0,0.0,54.0
Trikaya Long Red Radish 200 g,55.0,0.0,55.0
Apple Samboa Premium Imported 6 Pc (Approx 0.92 kg - 1.08 kg),359.0,31.0,520.0
Trikaya Black Cherry Tomato 250 g,65.0,0.0,65.0
Thyme 10 g,15.0,0.0,15.0
Fresh Sweet Marjoram 10 g,15.0,0.0,15.0
Chinese Pak Choi 250 g,59.0,0.0,59.0
Roquette/Arugula 100 g,65.0,0.0,65.0
Oregano 1 bunch 10 g,15.0,0.0,15.0
Trikaya Ready To Eat Salad with Baby Spinach 125 g,105.0,0.0,105.0
Trikaya Kra Chai Ginger 100 g,45.0,0.0,45.0
American Kale (Approx 150 g - 200 g),80.0,0.0,80.0
Trikaya Ready To Eat Salad with Assorted Sprouts 125 g,105.0,0.0,105.0
Trikaya Thai Mix 125 g,95.0,0.0,95.0
Trikaya Thai Basil 10 g,15.0,0.0,15.0
Trikaya Thai Coriander 10 g,25.0,0.0,25.0
Pears Beauty Green Premium Imported 6 Pc (Approx 0.97 kg - 1.15 kg),409.0,14.0,476.0
Ready To Eat Salad with Assorted Microgreens 125 g,105.0,0.0,105.0
Trikaya Ready To Eat Salad 125 g,105.0,0.0,105.0
Microgreen Red Radish 50 g (Pack),95.0,0.0,95.0
Mini Orange Mandarin Premium Imported 1 Pc,39.0,20.0,49.0
Trikaya Lettuce Lollo Rosso 250 g,65.0,0.0,65.0
Kangkong 250 g,45.0,0.0,45.0
Trikaya Pandanus Leaves 10 g,15.0,0.0,15.0
Frisee Lettuce Yellow (Approx 225 g - 300 g),49.0,0.0,49.0
Trikaya Potted Herbs Wheatgrass,219.0,0.0,219.0
Chives 10 g,15.0,0.0,15.0
Microgreen Mustard 50 g (Pack),95.0,0.0,95.0
Potted Herbs Oregano Each,335.0,0.0,335.0
Trueganic Oakleaf Lettuce (Approx 150 g - 200 g),119.0,0.0,119.0
Lemon Premium Imported 2 pc (Approx 250 g - 300 g),89.0,31.0,129.0
Trikaya Mix Cherry Tomatoes 250 g,65.0,0.0,65.0
Trikaya Baby Spinach 100 g,75.0,0.0,75.0
Potted Herbs Assorted Mint Each,335.0,0.0,335.0
Trueganic Lemon Grass (Approx 40 g - 60 g),29.0,0.0,29.0
Potted Herbs Parsley Curled/Flat Each,335.0,0.0,335.0
Trikaya Horse Radish 100 g,59.0,0.0,59.0
Trikaya Baby Pak Choi 250 g,65.0,0.0,65.0
Trikaya Lettuce Red Oak 250 g,65.0,0.0,65.0
Tarragon 10 g,15.0,0.0,15.0
Pok Choy (Approx 150 g - 200 g),59.0,0.0,59.0
Trikaya Potted Herbs Tulsi Pot,219.0,0.0,219.0
Trueganic Pok Choi Baby (Approx 130 g - 200 g),89.0,0.0,89.0
Trueganic Romaine Lettuce (Approx 150 g - 200 g),107.0,10.0,119.0
Trikaya Sungold Tomato 250 g,65.0,0.0,65.0
Trikaya Baby Carrot 100 g,59.0,0.0,59.0
Potted Herbs Basil Each,335.0,0.0,335.0
Trikaya Fennel 200 g,55.0,0.0,55.0
Trikaya Wild Roquette 100 g,75.0,0.0,75.0
Trueganic Arugula (Approx 130 g - 200 g),99.0,0.0,99.0
Microgreen Peas Shoot 50 g,125.0,0.0,125.0
Trikaya Celery 200 g,59.0,0.0,59.0
Trikaya Lettuce Mix 500 g,139.0,0.0,139.0
Sage 10 g,15.0,0.0,15.0
Trueganic Spinach (Approx 120 g - 250 g),59.0,0.0,59.0
Trueganic Lollo Rosso Lettuce (Approx 150 g - 200 g),107.0,10.0,119.0
Trikaya Sun Peach Tomato 250 g,65.0,0.0,65.0
Microgreens Asian Mix 50 g (Pack),95.0,0.0,95.0
Trueganic Thyme (Approx 20 g - 40 g),35.0,0.0,35.0
Trueganic American Curly Kale (Approx 120 g - 200 g),129.0,0.0,129.0
Microgreens Spicy Mix 50 g (Pack),59.0,0.0,59.0
Trikaya Potted Herbs Lemon Grass,335.0,0.0,335.0
Trikaya Endive 250 g,59.0,0.0,59.0
Potted Herbs Thyme Each,335.0,0.0,335.0
Potted Herbs Celery Each,335.0,0.0,335.0
Trikaya Lettuce Romaine Red 250 g,75.0,0.0,75.0
Trueganic Parsley (Approx 40 g - 60 g),49.0,0.0,49.0
Trueganic Mint Leaves (Approx 80 g - 150 g),39.0,0.0,39.0
Trueganic Flat Kale (Approx 120 g - 200 g),149.0,0.0,149.0
Trueganic Basil (Approx 20 g - 50 g),29.0,0.0,29.0
Trueganic Baby Spinach (Approx 80 g - 200 g),89.0,0.0,89.0
Potted Herbs Sage Each,335.0,0.0,335.0
Trueganic Swiss Chard (Approx 130 g - 200 g),99.0,0.0,99.0
"Nimboo Ras , Ready to use PURE ,FRESH,NATURAL Lemon juice concentrate",2046.0,31.0,2965.0
"NIMBOO RAS , READY TO USE PURE FRESH AND NATURAL LEMON JUICE CONCENTRATE",512.0,28.0,711.0
"NIMBOO RAS , READY TO USE PURE , FRESH & NATURAL LEMON JUICE CONCENTRATE",1395.0,28.0,1938.0
"NIMBOO RAS, PURE FRESH AND NATURAL LEMON JUICE CONCENTRATE",330.0,15.0,388.0
"NIMBOO RAS , READY TO USE PURE, FRESH & NATURAL LEMON JUICE CONCENTRATE",577.0,26.0,780.0
NIMBOO RAS pack of six bottles,294.0,18.0,359.0
